Unnamed: 0,barangay,name_original,address,address_clean,major_division,sub_division,category,data_source,open_hours,close_hours,latitude,longitude,district
87,Batasan Hills,Talanay,"31 Alton St., Sitio Talanay, Brgy. Batasan Hills","31 Alton Street, Sitio Talanay, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.68822199,121.108423,2.0
88,Batasan Hills,Kalayaan B1,"Lot No. 41-C-3, Kalayaan B St., Brgy. Batasan Hills","Lot 41-C-3, Kalayaan B Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.68877871,121.0929834,2.0
89,Batasan Hills,skyderm aesthetic and wellness services,"unit 214, royale place mall, don antonio drive, batasan hills, quezon city, ncr, 1119","unit 214, royale place mall, don antonio drive, batasan hills, quezon city, ncr, 1119, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",11:00AM,7:00PM,,,2.0
90,Batasan Hills,rapha corporation,"lot 11 blk. 10, sunnyside hgts., batasan hills, quezon city, ncr, 1126","lot 11 blk. 10, sunnyside hgts., batasan hills, quezon city, ncr, 1126, Philippines",Older persons care,,Nursing care center,"QC Future Ready dashboard, Older persons care",8:00AM,5:00PM,14.68936121,121.1036536,2.0
91,Batasan Hills,Kalayaan B2,"Lot No. 41-C-3, Kalayaan B St., Brgy. Batasan Hills","Lot 41-C-3, Kalayaan B Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.68877871,121.0929834,2.0
92,Batasan Hills,Pook Pag-asa,"B1 L21 Pook Pagasa St., Brgy. Batasan Hills","B1 L21 Pook Pagasa Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.69295507,121.0981922,2.0
93,Batasan Hills,Batasan Hills Super Health Centers,"2 IBP Road, Brgy. Batasan Hills","2 IBP Road, Barangay Batasan Hills, Quezon City, Philippines",Health centers,,Super health care centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,,,2.0
94,Batasan Hills,Freedom Park 5,"Jordan St., Freedom Park 5, Brgy. Batasan Hills","Jordan Street, Freedom Park 5, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,2.0
95,Batasan Hills,Batasan Hills Annex,"Bill cor. Saret St., Brgy. Batasan Hills","Bill corner Saret Street, Barangay Batasan Hills, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.6861789,121.0993394,2.0
96,Batasan Hills,Jasmin,"Lot 35-A, Jasmin St., Brgy. Batasan Hills","Lot 35-A, Jasmin Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,2.0
97,Batasan Hills,gaya aesthetic and wellness center,"unit 204-a, blk 7, lots 2  and 3, batasan-san mateo road , batasan hills, quezon city, ncr, 1126","unit 204-a, blk 7, lots 2 and 3, batasan-san mateo road , batasan hills, quezon city, ncr, 1126, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",11:00AM,8:00PM,14.68179684,121.1073353,2.0
98,Batasan Hills,Luzviminda,"Luzviminda Subd., Brgy. Batasan Hills","Luzviminda Subdivision, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6865607,121.0949927,2.0
99,Batasan Hills,rapha corporation,"lot 11 blk. 10, sunnyside hgts., batasan hills, quezon city, ncr, 1126","lot 11 blk. 10, sunnyside hgts., batasan hills, quezon city, ncr, 1126, Philippines",Older persons care,,Nursing care center,"QC Future Ready dashboard, Older persons care",8:00AM,5:00PM,14.68936121,121.1036536,2.0
100,Batasan Hills,skdc neuro psychological testing and assessment center,"unit no.2 a-102, colton place apartment, 155, session road, talanay area b, batasan hills, quezon city, ncr, 1126","unit 2 a-102, colton place apartment, 155, session road, talanay area b, batasan hills, quezon city, ncr, 1126, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.68051701,121.101791,2.0
101,Batasan Hills,Rosario Maclang Bautista General Hospital,IBP Road Batasan Hills,"IBP Road Barangay Batasan Hills, Quezon City, Philippines",Health centers,,LGU-run hospitals,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.6860552,121.0890724,2.0
102,Batasan Hills,"bebu child care solutions, inc.","3, mt. morrison street, filinvest 1, batasan hills, quezon city, ncr, 1126","3, mt. morrison street, filinvest 1, batasan hills, quezon city, ncr, 1126, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",7:30AM,5:30PM,14.68094408,121.0921462,2.0
103,Batasan Hills,Freedom Park 3 & 4,"Fortune St., Brgy. Batasan Hills","Fortune Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6847203,121.0977359,2.0
104,Batasan Hills,san antonio de padua catholic school of batasan inc.,"lots 1-c & 1-d, blk 11, san mateo road, batasan hills, quezon city, ncr, 1126","lots 1-c & 1-d, blk 11, san mateo road, batasan hills, quezon city, ncr, 1126, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.68697455,121.1008609,2.0
105,Batasan Hills,Batasan Hills Super,"2 IBP Road, Brgy. Batasan Hills","2 IBP Road, Barangay Batasan Hills, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,,,2.0
106,Batasan Hills,Quezon City Kabahagi Center For Children With Disabilitites,"Serbisyong Bayan Park, Barangay Batasan Hills, Quezon City","Serbisyong Bayan Park, Barangay Batasan Hills, Quezon City, Philippines",Long-term care and rehabilitation services,,Quezon City Kabahagi Center For Children With Disabilitites,"Data_QC Caring Cities Tracker, QC LGU Services&Locations",,,14.6902313,121.0950281,2.0
107,Batasan Hills,blh play center,"41, mt. mickinley st., filinvest 1 subd., batasan hills, quezon city, ncr, 1126","41, mt. mickinley Street, filinvest 1 Subdivision, batasan hills, quezon city, ncr, 1126, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",9:00AM,11:00AM,14.682023,121.09818,2.0
108,Batasan Hills,steven&hudson arts and play center,"unit 212, royale place, don antonio drive, batasan hills, quezon city, ncr, 1126","unit 212, royale place, don antonio drive, batasan hills, quezon city, ncr, 1126, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,14.682023,121.09818,2.0
109,Batasan Hills,Kalayaan B3,"Lot No. 41-C-3, Kalayaan B St., Brgy. Batasan Hills","Lot 41-C-3, Kalayaan B Street, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.68877871,121.0929834,2.0
110,Batasan Hills,Area 3 Sitio Talanay,"Lot 16 Block 26 Ground Floor, Precious Complex, Area 3 Sitio Talanay, Brgy. Batasan Hills","Lot 16 Block 26 Ground Floor, Precious Complex, Area 3 Sitio Talanay, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6847203,121.0977359,2.0
111,Batasan Hills,De Gloria,"De Gloria Taniman Ext. Talanay Area, Brgy. Batasan Hills","De Gloria Taniman Extension Talanay Area, Barangay Batasan Hills, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6847203,121.0977359,2.0
112,Batasan Hills,kumdan jungang christian school inc.,"181, sitio 3, batasan hills, quezon city, ncr, 1126","181, sitio 3, batasan hills, quezon city, ncr, 1126, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.682023,121.09818,2.0
113,Bayanihan,Bayanihan,"321 Pedro Martinez St. Project 4, Brgy. Bayanihan","321 Pedro Martinez Street Project 4, Barangay Bayanihan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6148139,121.0693191,3.0
114,Botocan,Botocan,"Brgy. Botocan Brgy. Hall, Makadios St.","Barangay Botocan Barangay Hall, Makadios Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.636646,121.0623611,4.0
115,Bungad,dmr psychological services inc.,"unit 3a 3rd floor, the west wing building, 107 west avenue, n/a, bungad, quezon city, ncr, 1105","unit 3a 3rd floor, the west wing building, 107 west avenue, n/a, bungad, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.65065522,121.0287362,1.0
116,Bungad,kolisko waldorf school inc.,"#65, baler st., bungad, quezon city, ncr, 1105","#65, baler Street, bungad, quezon city, ncr, 1105, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.6475426,121.0250859,1.0
117,Bungad,Bungad I,Sanches St. cor. Supnet St.,"Sanches Street corner Supnet Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.65080978,121.0245226,1.0
118,Bungad,dmr psychological services,"unit 3b 3/f, west wing bldg, #107 west ave., bungad, quezon city, ncr, 1105","unit 3b 3/f, west wing bldg, #107 west Avenue, bungad, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.65065522,121.0287362,1.0
119,Bungad,Bungad II,Sanches.St.corner Supnet St.,"Sanches.Streetcorner Supnet Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.65113021,121.0245932,1.0
120,Bungad,"st. vincent school of quezon city, inc.","99, west ave., bungad, quezon city, ncr, 1105","99, west Avenue, bungad, quezon city, ncr, 1105, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.64949998,121.02858,1.0
121,Bungad,tiny thinkers learning center inc.,"113, west avenue , bungad, quezon city, ncr, 1105","113, west avenue , bungad, quezon city, ncr, 1105, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.65154198,121.0289256,1.0
122,Bungad,cms-asia sports therapy clinic,"#93, mpire center, west ave., bungad, quezon city, ncr, 1104","#93, mpire center, west Avenue, bungad, quezon city, ncr, 1104, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.65140831,121.0291156,1.0
123,Bungad,dmr psychological services inc.,"unit 3a 3rd floor, the west wing building, 107 west avenue, n/a, bungad, quezon city, ncr, 1105","unit 3a 3rd floor, the west wing building, 107 west avenue, n/a, bungad, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.65065522,121.0287362,1.0
124,Camp Aguinaldo,Camp Aguinaldo,"General Lim St., Brgy. Camp Aguinaldo","General Lim Street, Barangay Camp Aguinaldo, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,3.0
125,Capri,Capri,"Narra St. Area 5, Brgy. Capri, Novaliches","Narra Street Area 5, Barangay Capri, Novaliches, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.71659291,121.0291654,5.0
126,Capri,Champaca,"Barangay Hall Building, Sampaguita St., Area 5","Barangay Hall Building, Sampaguita Street, Area 5, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
127,Capri,Narra,"Barangay Hall Building, Sampaguita St., Area 5","Barangay Hall Building, Sampaguita Street, Area 5, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
128,Central,psych profile center for psychological assessment services,"unit 401a, balgan place 3, 140 kalayaan avenue, central, quezon city, ncr, 1100","unit 401a, balgan place 3, 140 kalayaan avenue, central, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.64428875,121.0538586,4.0
129,Central,Kalayaan,#81 Kalayaan Ave. Brgy. Central,"#81 Kalayaan Avenue Barangay Central, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.64428875,121.0538586,4.0
130,Central,healot biomekaniks inc.,"first floor, pitahc, matapang, east avenue medical center compound, central, quezon city, ncr, 1100","first floor, pitahc, matapang, east avenue medical center compound, central, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.64286712,121.0473656,4.0
131,Central,neung thai foot and body massage,"18, matalino, central, quezon city, ncr, 1100","18, matalino, central, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",12:00PM,10:00PM,,,4.0
132,Central,Quezon City Yakap,"QC Hall Compound, Brgy. Central (Back of QC Public Library)","QC Hall Compound, Barangay Central (Back of QC Public Library), Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,4.0
133,Central,psych profile center for psychological assessment services,"unit 401a, balgan place 3, 140 kalayaan avenue, central, quezon city, ncr, 1100","unit 401a, balgan place 3, 140 kalayaan avenue, central, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.64428875,121.0538586,4.0
134,Central,Forestry,BFD Compound Brgy. Central,"BFD Compound Barangay Central, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6426348,121.0511412,4.0
135,Central,Botanical,128 Orchid St. Brgy. Central,"128 Orchid Street Barangay Central, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6426348,121.0511412,4.0
136,Central,Lung Center of the Philippines,"Quezon Avenue, Barangay Central, Diliman","Lung Center of the Philippines Quezon Avenue, Barangay Central, Diliman, Quezon City, Philippines",Health centers,,National government-owned hospitals,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.6477279,121.0452136,4.0
137,Central,sisidlan institute inc.,"98, matatag st., central, quezon city, ncr, 1100","98, matatag Street, central, quezon city, ncr, 1100, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",9:00AM,4:00PM,14.64064408,121.049577,4.0
138,Central,niño's reading and tutorial services,"room 306 , 3rd floor ,  37 matalino street , central, quezon city, ncr, 1100","room 306 , 3rd floor , 37 matalino street , central, quezon city, ncr, 1100, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.64471419,121.0505745,4.0
139,Claro (Quirino 3-B),Claro,"20 Almon St., Brgy. Claro","20 Almon Street, Barangay Claro, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.63259525,121.0652036,3.0
140,Commonwealth,enhanced mobility physical therapy clinic,"unit 306 3rd flr., jocfer building, commonwealth avenue, holy spirit, quezon city, ncr, 1127","unit 306 3rd Floor, jocfer building, commonwealth avenue, holy spirit, quezon city, ncr, 1127, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,,,2.0
