Unnamed: 0,barangay,name_original,address,address_clean,major_division,sub_division,category,data_source,open_hours,close_hours,latitude,longitude,district
467,Payatas,blessed exodus christian academy inc.,"b2 l8 & 9, payatas b, amlacville subd, payatas, quezon city, ncr, 1119","b2 l8 & 9, payatas b, amlacville subd, payatas, quezon city, ncr, 1119, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,1:20PM,14.7167,121.104,2.0
468,Payatas,Lupang Pangako,"Phase I, Lupang Pangako, Brgy. Payatas","Phase I, Lupang Pangako, Barangay Payatas, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.72110157,121.109981,2.0
469,Payatas,Empire,"Empire St., Brgy. Payatas","Empire Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7186371,121.1075963,2.0
470,Payatas,Azucena,"Azucena St., Brgy. Payatas","Azucena Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7186371,121.1075963,2.0
471,Payatas,Sto. Niño De Payatas II,"Second floor, SÑDP CDC, Sto. Niño De Payatas St., Brgy. Payatas","Second floor, SÑDP CDC, Sto. Niño De Payatas Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7186371,121.1075963,2.0
472,Payatas,Sto. Niño De Payatas I,"Ground floor, SÑDP CDC, Sto. Niño De Payatas St., Brgy. Payatas","Ground floor, SÑDP CDC, Sto. Niño De Payatas Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7186371,121.1075963,2.0
473,Payatas,Mutya,"Mutya St., Brgy. Payatas","Mutya Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7186371,121.1075963,2.0
474,Payatas,Payatas A,"Ilang-Ilang St., Brgy. Payatas","Ilang-Ilang Street, Barangay Payatas, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.69970178,121.0951694,2.0
475,Payatas,Phase IV-B,"2nd floor, Livelihood Center, Davao St., Phase IV, Brgy. Payatas","2nd floor, Livelihood Center, Davao Street, Phase IV, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7186371,121.1075963,2.0
476,Payatas,Lupang Pangako,"Phase 2, Park 13, Lupang Pangako, Brgy. Payatas","Phase 2, Park 13, Lupang Pangako, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.72110157,121.109981,2.0
477,Payatas,Springfield,"Springfield St., Brgy. Payatas","Springfield Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7186371,121.1075963,2.0
478,Payatas,Narraville,"Lower Narra St., Brgy. Payatas","Lower Narra Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71230301,121.0931408,2.0
479,Payatas,Phase IV-A,"Ground floor, Livelihood Center, Davao St., Phase IV, Brgy. Payatas","Ground floor, Livelihood Center, Davao Street, Phase IV, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7186371,121.1075963,2.0
480,Payatas,de paul payatas day care center inc.,"phase 1 purok 3, lupang pangako, payatas, quezon city, ncr, 1119","phase 1 purok 3, lupang pangako, payatas, quezon city, ncr, 1119, Philippines",Childcare,Private,Day care center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.72110157,121.109981,2.0
481,Payatas,Molave,"Molave St., near Tahanan, Brgy. Payatas","Molave Street, near Tahanan, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71231702,121.0962245,2.0
482,Payatas,"saint vincent institute of arts & sciences, inc.","137, legaspi st., payatas-b, payatas, quezon city, ncr, 1119","137, legaspi Street, payatas-b, payatas, quezon city, ncr, 1119, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,,,2.0
483,Phil-Am,grey-gold home care services,"13, west maya drive, phil-am, quezon city, ncr, 1104","13, west maya drive, phil-am, quezon city, ncr, 1104, Philippines",Older persons care,,Nursing care center,"QC Future Ready dashboard, Older persons care",7:00AM,7:00AM,14.64784242,121.0290275,1.0
484,Phil-Am,springlife therapeutic community inc.,"122, west avenue, phil-am, quezon city, ncr, 1103","122, west avenue, phil-am, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,14.65030599,121.028995,1.0
485,Pinagkaisahan,Bernardo,"95 Ermin Garcia St., Brgy. Pinagkaisahan","95 Ermin Garcia Street, Barangay Pinagkaisahan, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.62708493,121.0467375,4.0
486,Pinagkaisahan,Pinagkaisahan,Ermin Garcia St. (near Bernardo Park),"Ermin Garcia Street (near Bernardo Park), Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.62708493,121.0467375,4.0
487,Pinyahan,marpe medical rehab center inc.,"rm 801 8th floor, malakas suites, 88 malakas st. diliman, pinyahan, quezon city, ncr, 1100","rm 801 8th floor, malakas suites, 88 malakas Street diliman, pinyahan, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,,Rehabilitation clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,6:00PM,14.63813357,121.0482163,4.0
488,Pinyahan,the oracle physical rehabilitation inc.,"unit 101, east side condominium corporation,, 77, malakas, pinyahan, quezon city, ncr, 1100","unit 101, east side condominium corporation, 77, malakas, pinyahan, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.63840402,121.048167,4.0
489,Pinyahan,brightsteps learning and development center,"unit 4 34, matapang, pinyahan, quezon city, ncr, 1100","unit 4 34, matapang, pinyahan, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.6401576,121.0500757,4.0
490,Pinyahan,Pinyahan,"37 Malakas St., Brgy. Pinyahan","37 Malakas Street, Barangay Pinyahan, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.63813357,121.0482163,4.0
491,Pinyahan,marpe medical rehab center inc.,"rm 801 8th floor, malakas suites, 88 malakas st. diliman, pinyahan, quezon city, ncr, 1100","rm 801 8th floor, malakas suites, 88 malakas Street diliman, pinyahan, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,,Rehabilitation clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,6:00PM,14.63813357,121.0482163,4.0
492,Pinyahan,the oracle physical rehabilitation inc.,"unit 101, east side condominium corporation,, 77, malakas, pinyahan, quezon city, ncr, 1100","unit 101, east side condominium corporation, 77, malakas, pinyahan, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.63840402,121.048167,4.0
493,Pinyahan,"fremont learning academy, inc.","20, matino, pinyahan, quezon city, ncr, 1100","20, matino, pinyahan, quezon city, ncr, 1100, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",7:00AM,6:00PM,,,4.0
494,Pinyahan,"fremont learning academy, inc.","20, matino, pinyahan, quezon city, ncr, 1100","20, matino, pinyahan, quezon city, ncr, 1100, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",7:00AM,6:00PM,,,4.0
495,Pinyahan,Pinyahan Proper,"#35 Malakas St. Brgy. Hall Compd., Brgy. Pinyahan","#35 Malakas Street Barangay Hall Compd., Barangay Pinyahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.63496618,121.0473259,4.0
496,Project 6,"saint paul educational center bago- bantay,  inc.","8, road 1, project 6, quezon city, ncr, 1100","8, road 1, project 6, quezon city, ncr, 1100, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.66082611,121.0373676,1.0
497,Project 6,Project 6,Alley 3 Project 6,"Alley 3 Project 6, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.66200495,121.0397192,1.0
498,Project 6,nexus' physical rehabilitation center,"82, one mckinson building, road 3, project 6, quezon city, ncr, 1100","82, one mckinson building, road 3, project 6, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,,Rehabilitation clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,8:00PM,14.66479093,121.0402952,1.0
499,Project 6,Project 6,"58 Alley 3, Brgy. Project 6","58 Alley 3, Barangay Project 6, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.66176971,121.0404661,1.0
500,Quirino 2-A,"lord jesus learning institute, inc","17, bignay st, quirino 2a, quezon city, ncr, 1102","17, bignay st, quirino 2a, quezon city, ncr, 1102, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,4:00PM,14.6321787,121.0591679,3.0
501,Quirino 2-A,Quirino 2A,"Anonas St., Brgy. Quirino 2A","Anonas Street, Barangay Quirino 2A, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.63172776,121.0606959,3.0
502,Quirino 2-B,jrt home care service,"07, langka st., quirino 2b, quezon city, ncr, 1102","07, langka Street, quirino 2b, quezon city, ncr, 1102, Philippines",Long-term care and rehabilitation services,,Psychiatric rehabilitation center,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.634064,121.0621652,3.0
503,Quirino 2-B,Quirino 2B,"157B Pajo St., cor. Langka, Proj. 2, Brgy. Quirino 2B","157B Pajo Street, corner Langka, Proj. 2, Barangay Quirino 2B, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.63277021,121.063569,3.0
504,Quirino 2-B,E. Rodriguez,"150 Pajo St. Projec 2, Brgy. Quirino 2B","150 Pajo Street Projec 2, Barangay Quirino 2B, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.63196102,121.063206,3.0
505,Quirino 2-B,jrt home care service,"07, langka st., quirino 2b, quezon city, ncr, 1102","07, langka Street, quirino 2b, quezon city, ncr, 1102, Philippines",Long-term care and rehabilitation services,,Psychiatric rehabilitation center,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.634064,121.0621652,3.0
506,Quirino 2-C,Quirino 2C,"179 Bignay St., Project 2, Brgy. Quirino 2C","179 Bignay Street, Project 2, Barangay Quirino 2C, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,3.0
507,Ramon Magsaysay,Ramon Magsaysay I,Ilocos Sur St.,"Ilocos Sur Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,1.0
508,Ramon Magsaysay,potentials therapy center,"unit 2a 2nd flr., mic bldg., 72 bukidnon street, ramon magsaysay, quezon city, ncr, 1105","unit 2a 2nd Floor, mic Building, 72 bukidnon street, ramon magsaysay, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,6:00PM,14.6595977,121.025364,1.0
509,Ramon Magsaysay,kryptonite massage spa service,"space 203, 2nd flr., no. 2 congressional ave. , ramon magsaysay, quezon city, ncr, 1105","space 203, 2nd Floor, 2 congressional Avenue , ramon magsaysay, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",12:00AM,12:00AM,,,1.0
510,Ramon Magsaysay,Ramon Magsaysay II,Ilocos Sur St.,"Ilocos Sur Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,1.0
511,Roxas,li'l scouts therapy center,"244, sct. chuatoco, roxas, quezon city, ncr, 1103","244, sct. chuatoco, roxas, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,14.62767971,121.0282367,4.0
512,Roxas,Roxas,Champaca cor. Dahlia St. Brgy. Roxas,"Champaca corner Dahlia Street Barangay Roxas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.62868051,121.0197983,4.0
513,Roxas,medical direct medical clinic,"unit 5  , indg bldg. , 77 nicanor roxas st, sto. domingo, quezon city, ncr, 1113","unit 5 , indg Building , 77 nicanor roxas st, sto. domingo, quezon city, ncr, 1113, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,,,4.0
514,Roxas,Gen. Roxas,"Jasmin St. cor. Madre Silva St., Roxas District","Jasmin Street corner Madre Silva Street, Roxas District, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.62824708,121.0217648,4.0
515,Roxas,Roxas Health Center,"Jasmin St. cor. Madre Silva St., Roxas District","Jasmin Street corner Madre Silva Street, Roxas District, Quezon City, Philippines",Health centers,,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.62824708,121.0217648,4.0
516,Sacred Heart,"childrens innovative therapeutic intervention specialists, inc.","5, tomas morato ave., sacred heart, quezon city, ncr, 1103","5, tomas morato Avenue, sacred heart, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,,,4.0
517,Sacred Heart,cradle of joy center for learning foundation inc.,"11th,  jamboree, sacred heart, quezon city, ncr, 1103","11th, jamboree, sacred heart, quezon city, ncr, 1103, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,8:00PM,14.63159002,121.0412281,4.0
518,Sacred Heart,ccde centre for communication development and education,"unit c g/f, #39 scout ybardolaza st., sacred heart, quezon city, ncr, 1103","unit c g/f, #39 scout ybardolaza Street, sacred heart, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",5:00AM,8:00PM,14.63150151,121.0390316,4.0
